2020-03-02 11:29:19,262 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/swagger/swagger-project/1.5.21/swagger-project-1.5.21.pom
2020-03-02 11:29:19,523 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/swagger/swagger-project/1.5.21/swagger-project-1.5.21.pom
2020-03-02 11:29:19,540 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/swagger/swagger-models/1.5.21/swagger-models-1.5.21.pom
2020-03-02 11:29:19,668 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/swagger/swagger-models/1.5.21/swagger-models-1.5.21.pom
2020-03-02 11:29:19,800 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/swagger/swagger-models/1.5.21/swagger-models-1.5.21.pom
2020-03-02 11:29:19,831 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/swagger/swagger-core/1.5.21/swagger-core-1.5.21.pom
2020-03-02 11:29:20,352 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/swagger/swagger-core/1.5.21/swagger-core-1.5.21.pom
2020-03-02 11:29:20,484 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/swagger/swagger-core/1.5.21/swagger-core-1.5.21.pom
2020-03-02 11:29:20,626 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/com/fasterxml/jackson/dataformat/jackson-dataformat-yaml/2.9.8/jackson-dataformat-yaml-2.9.8.pom
2020-03-02 11:29:20,753 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/fasterxml/jackson/dataformat/jackson-dataformat-yaml/2.9.8/jackson-dataformat-yaml-2.9.8.pom
2020-03-02 11:29:21,081 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/fasterxml/jackson/dataformat/jackson-dataformat-yaml/2.9.8/jackson-dataformat-yaml-2.9.8.pom
2020-03-02 11:29:21,730 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/boot/spring-boot-starter-data-redis/2.1.5.RELEASE/spring-boot-starter-data-redis-2.1.5.RELEASE.pom
2020-03-02 11:29:21,854 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-data-redis/2.1.5.RELEASE/spring-boot-starter-data-redis-2.1.5.RELEASE.pom
2020-03-02 11:29:21,980 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/boot/spring-boot-starter-data-redis/2.1.5.RELEASE/spring-boot-starter-data-redis-2.1.5.RELEASE.pom
2020-03-02 11:29:21,994 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/data/spring-data-redis/2.1.8.RELEASE/spring-data-redis-2.1.8.RELEASE.pom
2020-03-02 11:29:22,123 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/data/spring-data-redis/2.1.8.RELEASE/spring-data-redis-2.1.8.RELEASE.pom
2020-03-02 11:29:22,451 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/data/spring-data-redis/2.1.8.RELEASE/spring-data-redis-2.1.8.RELEASE.pom
2020-03-02 11:29:22,475 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/data/spring-data-keyvalue/2.1.8.RELEASE/spring-data-keyvalue-2.1.8.RELEASE.pom
2020-03-02 11:29:22,601 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/data/spring-data-keyvalue/2.1.8.RELEASE/spring-data-keyvalue-2.1.8.RELEASE.pom
2020-03-02 11:29:22,730 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/data/spring-data-keyvalue/2.1.8.RELEASE/spring-data-keyvalue-2.1.8.RELEASE.pom
2020-03-02 11:29:22,751 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/spring-oxm/5.1.7.RELEASE/spring-oxm-5.1.7.RELEASE.pom
2020-03-02 11:29:22,880 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-oxm/5.1.7.RELEASE/spring-oxm-5.1.7.RELEASE.pom
2020-03-02 11:29:23,011 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-oxm/5.1.7.RELEASE/spring-oxm-5.1.7.RELEASE.pom
2020-03-02 11:29:23,035 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/lettuce/lettuce-core/5.1.6.RELEASE/lettuce-core-5.1.6.RELEASE.pom
2020-03-02 11:29:23,161 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/lettuce/lettuce-core/5.1.6.RELEASE/lettuce-core-5.1.6.RELEASE.pom
2020-03-02 11:29:23,326 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/lettuce/lettuce-core/5.1.6.RELEASE/lettuce-core-5.1.6.RELEASE.pom
2020-03-02 11:29:23,384 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/spring-framework-bom/4.3.20.RELEASE/spring-framework-bom-4.3.20.RELEASE.pom
2020-03-02 11:29:23,512 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/springframework/spring-framework-bom/4.3.20.RELEASE/spring-framework-bom-4.3.20.RELEASE.pom
2020-03-02 11:29:23,642 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/springframework/spring-framework-bom/4.3.20.RELEASE/spring-framework-bom-4.3.20.RELEASE.pom
2020-03-02 11:29:23,699 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/zipkin/brave/brave-bom/5.2.0/brave-bom-5.2.0.pom
2020-03-02 11:29:23,826 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/zipkin/brave/brave-bom/5.2.0/brave-bom-5.2.0.pom
2020-03-02 11:29:23,956 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/zipkin/brave/brave-bom/5.2.0/brave-bom-5.2.0.pom
2020-03-02 11:29:23,975 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/zipkin/reporter2/zipkin-reporter-bom/2.7.7/zipkin-reporter-bom-2.7.7.pom
2020-03-02 11:29:24,100 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/zipkin/reporter2/zipkin-reporter-bom/2.7.7/zipkin-reporter-bom-2.7.7.pom
2020-03-02 11:29:24,527 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/zipkin/reporter2/zipkin-reporter-bom/2.7.7/zipkin-reporter-bom-2.7.7.pom
2020-03-02 11:29:24,601 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/netty/netty-common/4.1.36.Final/netty-common-4.1.36.Final.pom
2020-03-02 11:29:24,728 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-common/4.1.36.Final/netty-common-4.1.36.Final.pom
2020-03-02 11:29:24,864 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-common/4.1.36.Final/netty-common-4.1.36.Final.pom
2020-03-02 11:29:24,883 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/netty/netty-parent/4.1.36.Final/netty-parent-4.1.36.Final.pom
2020-03-02 11:29:25,009 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-parent/4.1.36.Final/netty-parent-4.1.36.Final.pom
2020-03-02 11:29:25,178 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-parent/4.1.36.Final/netty-parent-4.1.36.Final.pom
2020-03-02 11:29:25,199 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/netty/netty-handler/4.1.36.Final/netty-handler-4.1.36.Final.pom
2020-03-02 11:29:25,345 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-handler/4.1.36.Final/netty-handler-4.1.36.Final.pom
2020-03-02 11:29:25,487 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-handler/4.1.36.Final/netty-handler-4.1.36.Final.pom
2020-03-02 11:29:25,507 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/netty/netty-buffer/4.1.36.Final/netty-buffer-4.1.36.Final.pom
2020-03-02 11:29:25,655 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-buffer/4.1.36.Final/netty-buffer-4.1.36.Final.pom
2020-03-02 11:29:26,003 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-buffer/4.1.36.Final/netty-buffer-4.1.36.Final.pom
2020-03-02 11:29:26,024 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/netty/netty-transport/4.1.36.Final/netty-transport-4.1.36.Final.pom
2020-03-02 11:29:26,173 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-transport/4.1.36.Final/netty-transport-4.1.36.Final.pom
2020-03-02 11:29:26,517 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-transport/4.1.36.Final/netty-transport-4.1.36.Final.pom
2020-03-02 11:29:26,550 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/netty/netty-resolver/4.1.36.Final/netty-resolver-4.1.36.Final.pom
2020-03-02 11:29:26,691 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-resolver/4.1.36.Final/netty-resolver-4.1.36.Final.pom
2020-03-02 11:29:26,841 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-resolver/4.1.36.Final/netty-resolver-4.1.36.Final.pom
2020-03-02 11:29:26,864 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/netty/netty-codec/4.1.36.Final/netty-codec-4.1.36.Final.pom
2020-03-02 11:29:27,014 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/netty/netty-codec/4.1.36.Final/netty-codec-4.1.36.Final.pom
2020-03-02 11:29:27,160 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/netty/netty-codec/4.1.36.Final/netty-codec-4.1.36.Final.pom
2020-03-02 11:29:27,179 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/projectreactor/reactor-core/3.2.9.RELEASE/reactor-core-3.2.9.RELEASE.pom
2020-03-02 11:29:27,317 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/projectreactor/reactor-core/3.2.9.RELEASE/reactor-core-3.2.9.RELEASE.pom
2020-03-02 11:29:27,666 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/projectreactor/reactor-core/3.2.9.RELEASE/reactor-core-3.2.9.RELEASE.pom
2020-03-02 11:29:27,690 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/reactivestreams/reactive-streams/1.0.2/reactive-streams-1.0.2.pom
2020-03-02 11:29:27,831 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/reactivestreams/reactive-streams/1.0.2/reactive-streams-1.0.2.pom
2020-03-02 11:29:27,990 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/reactivestreams/reactive-streams/1.0.2/reactive-streams-1.0.2.pom
2020-03-02 11:29:28,006 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/redis/clients/jedis/2.9.0/jedis-2.9.0.pom
2020-03-02 11:29:28,130 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/redis/clients/jedis/2.9.0/jedis-2.9.0.pom
2020-03-02 11:29:28,281 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/redis/clients/jedis/2.9.0/jedis-2.9.0.pom
2020-03-02 11:29:28,296 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/apache/commons/commons-pool2/2.6.2/commons-pool2-2.6.2.pom
2020-03-02 11:29:28,431 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/commons/commons-pool2/2.6.2/commons-pool2-2.6.2.pom
2020-03-02 11:29:28,609 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/commons/commons-pool2/2.6.2/commons-pool2-2.6.2.pom
2020-03-02 11:29:28,639 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/com/comviva/mfs/metrics/1.2/metrics-1.2.pom
2020-03-02 11:29:28,983 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/comviva/mfs/metrics/1.2/metrics-1.2.pom
2020-03-02 11:29:28,986 [Worker-9: Importing Maven projects] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.comviva.mfs:metrics:jar:1.2 is missing, no dependency information available
2020-03-02 11:29:29,723 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/com/comviva/mfs/utilities/1.0.8-SNAPSHOT/maven-metadata.xml
2020-03-02 11:29:29,735 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/com/comviva/mfs/utilities/1.0.8-SNAPSHOT/utilities-1.0.8-SNAPSHOT.pom
2020-03-02 11:29:29,737 [Worker-9: Importing Maven projects] WARN  o.e.m.c.i.embedder.EclipseLogger - The POM for com.comviva.mfs:utilities:jar:1.0.8-SNAPSHOT is missing, no dependency information available
2020-03-02 11:29:29,747 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/codehaus/janino/janino/2.7.8/janino-2.7.8.pom
2020-03-02 11:29:29,982 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/janino/janino/2.7.8/janino-2.7.8.pom
2020-03-02 11:29:30,243 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/janino/janino/2.7.8/janino-2.7.8.pom
2020-03-02 11:29:30,262 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/codehaus/janino/janino-parent/2.7.8/janino-parent-2.7.8.pom
2020-03-02 11:29:30,528 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/janino/janino-parent/2.7.8/janino-parent-2.7.8.pom
2020-03-02 11:29:30,676 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/janino/janino-parent/2.7.8/janino-parent-2.7.8.pom
2020-03-02 11:29:30,736 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/codehaus/janino/commons-compiler/2.7.8/commons-compiler-2.7.8.pom
2020-03-02 11:29:30,882 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/codehaus/janino/commons-compiler/2.7.8/commons-compiler-2.7.8.pom
2020-03-02 11:29:31,035 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/codehaus/janino/commons-compiler/2.7.8/commons-compiler-2.7.8.pom
2020-03-02 11:29:31,045 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/commons-validator/commons-validator/1.4.0/commons-validator-1.4.0.pom
2020-03-02 11:29:31,191 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/commons-validator/commons-validator/1.4.0/commons-validator-1.4.0.pom
2020-03-02 11:29:31,744 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/commons-validator/commons-validator/1.4.0/commons-validator-1.4.0.pom
2020-03-02 11:29:31,836 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/commons-beanutils/commons-beanutils/1.8.3/commons-beanutils-1.8.3.pom
2020-03-02 11:29:31,979 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/commons-beanutils/commons-beanutils/1.8.3/commons-beanutils-1.8.3.pom
2020-03-02 11:29:32,148 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/commons-beanutils/commons-beanutils/1.8.3/commons-beanutils-1.8.3.pom
2020-03-02 11:29:32,164 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/apache/commons/commons-parent/14/commons-parent-14.pom
2020-03-02 11:29:32,299 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/14/commons-parent-14.pom
2020-03-02 11:29:32,909 [Worker-9: Importing Maven projects] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/commons/commons-parent/14/commons-parent-14.pom
2020-03-02 11:29:33,373 [BasicRepositoryConnector--0-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/swagger/swagger-models/1.5.21/swagger-models-1.5.21.jar
2020-03-02 11:29:33,375 [BasicRepositoryConnector--0-4] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/com/fasterxml/jackson/dataformat/jackson-dataformat-yaml/2.9.8/jackson-dataformat-yaml-2.9.8.jar
2020-03-02 11:29:33,375 [BasicRepositoryConnector--0-0] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/boot/spring-boot-starter-security/2.1.5.RELEASE/spring-boot-starter-security-2.1.5.RELEASE.jar
2020-03-02 11:29:33,377 [BasicRepositoryConnector--0-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/boot/spring-boot-starter-data-redis/2.1.5.RELEASE/spring-boot-starter-data-redis-2.1.5.RELEASE.jar
2020-03-02 11:29:33,380 [BasicRepositoryConnector--0-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/io/swagger/swagger-core/1.5.21/swagger-core-1.5.21.jar
2020-03-02 11:29:33,381 [BasicRepositoryConnector--0-4] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded file:///D:\comviva-javaproject\new-comviva\mds/lib/org/springframework/data/spring-data-redis/2.1.8.RELEASE/spring-data-redis-2.1.8.RELEASE.jar
